,age,job,marital,education,default,housing,loan,contact,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed
5540,50,2,0,6,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5541,42,7,1,7,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5542,42,0,0,6,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5543,47,9,1,5,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5544,36,4,1,6,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5546,27,10,1,3,0,2,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5547,44,1,1,0,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5549,56,9,1,5,1,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5550,33,1,2,2,1,0,2,1,11.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1
5551,38,9,1,5,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5552,28,0,1,3,0,1,1,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5553,39,2,1,1,1,2,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5554,52,0,1,1,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5555,51,0,0,2,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5556,38,1,1,1,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5557,39,4,0,6,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5558,43,4,1,5,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5559,41,0,2,3,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5560,41,0,2,3,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5562,44,1,1,2,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5564,39,0,1,6,0,2,0,1,32.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5565,46,0,1,7,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5567,44,0,1,3,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5568,45,3,1,5,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5569,47,0,0,6,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5570,44,0,1,3,0,2,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5571,44,4,0,2,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5572,42,3,1,0,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5573,44,9,1,5,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5574,59,5,0,5,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5576,32,0,2,6,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5578,42,1,1,1,0,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5579,49,9,1,5,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5580,37,0,1,6,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5581,45,1,1,0,0,0,0,1,1.0,999.0,0.0,33.5,93.994,-36.4,4.857,5191.0,0
5582,54,3,0,7,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5583,46,4,1,6,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5584,39,1,2,7,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5585,39,1,1,1,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5586,48,9,2,7,0,1,1,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5587,35,9,2,3,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5589,53,0,1,2,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5590,37,7,1,3,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5591,49,0,1,6,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5593,40,7,1,3,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5594,34,0,1,6,0,0,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5595,41,11,2,2,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5596,38,9,1,2,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5597,43,0,0,3,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5598,51,1,1,1,1,1,1,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5599,37,0,1,3,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5600,33,0,1,6,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5601,45,1,1,7,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5602,30,0,2,6,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5603,51,1,1,1,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5604,24,0,1,3,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5605,26,9,2,3,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5606,56,7,1,2,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5607,39,1,1,2,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5608,37,9,1,6,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5609,32,7,1,2,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5610,38,0,1,6,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5611,50,7,1,3,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5612,45,7,0,3,1,0,0,1,12.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5613,56,1,1,5,0,2,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1
5614,45,0,1,2,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5615,35,7,1,3,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5616,46,0,0,6,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5617,40,0,1,6,1,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5619,58,0,2,6,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1
5621,44,1,2,2,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5622,40,0,1,6,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5623,43,7,1,3,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5624,28,7,2,3,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5625,37,1,1,0,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5626,30,7,1,3,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5627,36,2,1,6,1,2,2,1,5.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5628,29,9,1,6,0,2,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5629,44,7,0,3,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5630,30,0,1,3,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5631,26,7,0,1,0,0,2,1,8.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5632,43,1,2,0,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5633,29,9,1,7,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5634,34,7,0,2,1,0,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5635,47,9,1,5,1,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5636,44,4,2,6,1,2,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1
5637,39,9,2,3,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5638,29,8,2,3,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1
5639,32,0,2,5,0,2,0,1,11.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5640,41,0,1,3,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5641,36,1,1,2,1,2,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5642,38,0,1,3,1,2,0,1,9.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5643,39,0,1,6,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5644,57,1,1,0,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5645,36,1,2,3,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5646,44,1,1,3,0,2,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5647,36,3,1,0,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5648,24,7,1,5,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5649,48,9,1,0,1,2,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5650,44,9,2,7,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5651,35,8,2,3,0,2,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5652,41,7,1,3,1,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1
5653,38,3,0,3,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5654,47,11,1,7,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5655,40,0,2,6,0,2,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5656,30,9,2,7,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5657,32,0,2,6,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5658,53,7,1,3,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5659,26,0,2,3,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5660,56,5,1,3,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5661,30,7,1,3,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5662,56,5,1,3,1,2,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5663,38,9,1,5,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5664,56,1,1,0,1,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5665,35,6,1,6,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5666,34,7,1,3,0,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5667,35,5,2,2,1,2,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5668,47,1,1,0,1,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5669,42,1,1,0,1,2,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5670,54,5,1,2,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5671,43,4,1,5,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5672,28,0,2,6,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5673,31,1,1,1,1,2,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5674,44,1,2,3,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5675,59,5,1,7,1,0,0,1,1.0,999.0,0.0,44.7,93.994,-36.4,4.857,5191.0,0
5676,58,4,1,6,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5677,31,0,2,6,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5678,37,0,1,1,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5679,52,2,0,3,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5680,36,9,1,5,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5681,31,0,2,2,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5682,30,1,1,2,0,2,0,1,14.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5683,31,0,1,3,1,2,2,1,5.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5684,41,11,1,1,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5685,41,7,1,1,1,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5686,41,4,0,2,0,2,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5687,26,0,2,3,0,2,0,1,7.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5688,38,0,2,6,0,0,0,1,6.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5689,44,10,1,1,0,2,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5690,28,1,2,2,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5691,29,9,1,6,0,0,0,1,5.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5692,24,1,2,3,0,1,1,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5693,51,7,2,3,1,0,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5694,35,0,1,6,0,2,2,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5695,50,2,1,2,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5696,33,9,0,5,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5697,57,4,0,6,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5698,28,1,2,2,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5699,58,0,2,6,0,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1
5700,50,1,2,0,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5701,57,0,1,6,1,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5702,30,0,2,6,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5703,48,0,0,6,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5704,43,2,1,3,0,0,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5705,39,0,2,6,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5706,39,0,1,3,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5707,43,2,1,3,0,2,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1
5708,43,1,2,0,1,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5710,29,9,2,3,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5711,33,7,2,1,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5712,31,1,1,2,0,2,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5713,43,1,1,0,0,2,0,1,6.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5714,46,9,1,5,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5715,45,1,1,2,0,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5717,41,10,1,6,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5718,30,0,1,3,0,2,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5719,46,0,2,3,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5720,43,2,0,3,1,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5721,49,9,1,6,0,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5722,38,9,2,3,0,2,0,1,6.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5723,58,0,1,3,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5724,33,0,1,6,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5725,33,9,0,5,0,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5726,31,4,2,3,0,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5727,39,4,1,6,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5728,30,1,1,1,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5729,58,5,1,1,1,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5730,35,0,1,3,0,0,2,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5731,41,10,1,2,1,2,2,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1
5732,30,1,2,2,1,2,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5734,34,1,1,1,0,0,2,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5735,30,9,2,6,0,0,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5736,40,9,1,5,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5737,37,3,1,3,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5738,41,0,2,3,1,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5739,40,1,1,3,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5740,42,9,2,2,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5741,42,1,1,7,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5742,44,4,1,6,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5744,31,4,1,6,0,0,0,1,8.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5745,29,0,2,3,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5746,41,2,1,6,1,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5747,33,9,1,5,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5748,37,1,2,2,1,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5749,27,7,2,2,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5750,35,0,2,3,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5751,31,0,2,6,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5752,37,0,1,6,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5753,48,4,1,6,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5754,37,0,2,3,0,2,0,1,6.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5755,33,9,0,5,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5756,40,0,1,3,0,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5757,29,1,1,0,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5758,47,7,1,3,1,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5760,38,11,1,1,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5761,35,1,1,0,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5762,27,1,1,2,1,2,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5763,35,4,1,6,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5764,35,0,1,3,0,0,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5765,38,3,1,2,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5766,46,9,0,5,0,2,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5767,35,1,1,5,0,0,0,1,12.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5768,41,6,1,6,0,2,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5769,51,1,1,7,1,0,2,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5770,47,0,1,0,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5771,28,1,2,0,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5772,35,1,1,2,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5773,34,0,2,3,0,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5774,25,6,2,6,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5775,33,9,2,6,0,0,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5776,59,5,1,5,1,2,2,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5777,51,5,1,2,0,1,1,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5779,33,1,1,3,0,0,0,1,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5780,39,4,1,6,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1
5781,38,1,1,1,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5782,46,6,1,2,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5783,35,0,0,6,0,0,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5784,25,1,1,3,1,2,2,1,6.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1
5785,50,1,1,1,1,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5786,36,1,1,1,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5787,35,7,1,1,0,0,0,1,6.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5788,52,10,1,7,0,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5789,43,9,1,2,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5790,36,6,2,5,0,2,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5791,33,7,2,2,0,0,0,1,14.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5793,41,0,2,3,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5795,39,0,2,3,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5796,34,4,1,5,1,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5797,55,7,1,3,1,2,2,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5798,30,1,1,2,0,0,2,1,6.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5799,42,10,1,3,1,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5800,58,4,1,1,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5801,43,4,1,6,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5802,45,0,2,7,1,0,0,1,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5803,31,10,1,5,0,2,2,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5804,30,9,2,5,0,2,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5805,31,0,2,3,0,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5806,30,0,1,6,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5807,42,7,1,3,0,2,0,1,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5808,30,8,2,7,1,2,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5809,31,7,1,3,0,0,0,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5810,46,6,1,2,1,0,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
5811,51,2,0,6,1,0,2,1,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0
